participant_id,condition,trial_number,scenario_id,ai_recommendation,ai_is_correct,correct_answer,participant_decision,participant_override,confidence_rating,decision_latency_ms,total_trial_duration_ms,ai_confidence_display,timestamp
P-FCD5108B,control,5,s10,approve,False,reject,override,reject,3,15479,16649,,2026-03-16T21:37:44
P-FCD5108B,control,6,s19,approve,True,approve,accept,,3,5891,7023,,2026-03-16T21:38:29
P-FCD5108B,control,7,s05,approve,True,approve,accept,,5,14453,16423,,2026-03-16T21:39:06
P-FCD5108B,control,8,s03,approve,False,reject,accept,,3,4792,6362,,2026-03-16T21:39:51
P-FCD5108B,control,9,s15,reject,True,reject,accept,,4,3498,5187,,2026-03-16T21:40:40
P-FCD5108B,control,10,s18,approve,True,approve,accept,,2,8171,10856,,2026-03-16T21:41:16
P-FCD5108B,control,11,s04,reject,False,approve,accept,,3,8215,12128,,2026-03-16T21:42:10
P-FCD5108B,control,12,s17,reject,True,reject,accept,,2,4025,7615,,2026-03-16T21:42:53
P-FCD5108B,control,13,s12,approve,True,approve,accept,,4,6406,8545,,2026-03-16T21:43:41
P-FCD5108B,control,14,s09,approve,True,approve,override,reject,3,12316,15193,,2026-03-16T21:44:35
P-FCD5108B,control,15,s16,reject,True,reject,accept,,3,6075,8834,,2026-03-16T21:45:06
P-FCD5108B,control,16,s14,reject,False,approve,accept,,4,8587,11574,,2026-03-16T21:45:55
P-FCD5108B,control,17,s08,reject,True,reject,accept,,1,5362,7009,,2026-03-16T21:46:44
P-0FE954B1,control,3,s16,approve,False,reject,accept,,5,9694,11239,,2026-03-16T07:23:20
P-0FE954B1,control,4,s20,approve,True,approve,override,reject,3,15613,17285,,2026-03-16T07:23:59
P-0FE954B1,control,5,s04,approve,True,approve,accept,,4,7308,11120,,2026-03-16T07:24:44
P-0FE954B1,control,6,s17,approve,True,approve,override,reject,1,12755,16745,,2026-03-16T07:25:27
P-0FE954B1,control,7,s19,reject,True,reject,accept,,3,7850,9195,,2026-03-16T07:26:07
P-0FE954B1,control,8,s12,approve,False,reject,override,reject,4,12130,15826,,2026-03-16T07:26:54
P-0FE954B1,control,9,s14,approve,True,approve,accept,,2,8465,10445,,2026-03-16T07:27:45
P-0FE954B1,control,10,s22,reject,False,approve,accept,,4,4472,5521,,2026-03-16T07:28:26
P-0FE954B1,control,11,s13,approve,True,approve,override,reject,3,5401,8638,,2026-03-16T07:29:05
P-0FE954B1,control,12,s15,approve,True,approve,accept,,3,9615,10778,,2026-03-16T07:29:46
P-0FE954B1,control,13,s11,reject,True,reject,override,approve,3,5565,8266,,2026-03-16T07:30:43
P-0FE954B1,control,14,s03,approve,True,approve,override,reject,2,7974,9316,,2026-03-16T07:31:24
P-0FE954B1,control,15,s09,approve,True,approve,accept,,3,10220,13622,,2026-03-16T07:32:20
P-0FE954B1,control,16,s07,reject,False,approve,override,approve,4,9505,11482,,2026-03-16T07:32:46
P-0FE954B1,control,17,s06,reject,True,reject,accept,,2,11580,15308,,2026-03-16T07:33:35
P-8D2BAD70,control,3,s17,reject,True,reject,accept,,3,10133,11747,,2026-03-16T18:47:05
P-8D2BAD70,control,4,s14,reject,True,reject,accept,,3,6017,8033,,2026-03-16T18:47:58
P-8D2BAD70,control,5,s09,reject,True,reject,override,approve,1,9322,13079,,2026-03-16T18:48:31
P-8D2BAD70,control,6,s05,reject,True,reject,override,approve,1,17410,20315,,2026-03-16T18:49:24
P-8D2BAD70,control,7,s16,reject,True,reject,accept,,1,5940,7761,,2026-03-16T18:50:09
P-8D2BAD70,control,8,s11,approve,False,reject,override,reject,2,9753,12773,,2026-03-16T18:50:51
P-8D2BAD70,control,9,s13,approve,True,approve,override,reject,1,6173,8852,,2026-03-16T18:51:30
P-8D2BAD70,control,10,s10,approve,True,approve,override,reject,4,14626,15631,,2026-03-16T18:52:27
P-8D2BAD70,control,11,s19,approve,True,approve,accept,,4,4570,5815,,2026-03-16T18:53:04
P-8D2BAD70,control,12,s18,reject,True,reject,override,approve,3,9375,11900,,2026-03-16T18:53:59
P-8D2BAD70,control,13,s12,approve,True,approve,accept,,4,8298,10913,,2026-03-16T18:54:32
P-8D2BAD70,control,14,s04,reject,False,approve,override,approve,2,10285,12354,,2026-03-16T18:55:25
P-8D2BAD70,control,15,s15,reject,True,reject,override,approve,2,9302,11415,,2026-03-16T18:56:07
P-8D2BAD70,control,16,s07,reject,False,approve,override,approve,2,12236,13909,,2026-03-16T18:56:59
P-8D2BAD70,control,17,s22,reject,False,approve,override,approve,3,11892,14789,,2026-03-16T18:57:38
P-A001A73E,control,3,s10,reject,True,reject,accept,,5,8979,11337,,2026-03-19T05:25:03
P-A001A73E,control,4,s19,reject,True,reject,accept,,4,14971,18938,,2026-03-19T05:25:57
P-A001A73E,control,5,s12,approve,False,reject,accept,,3,7747,9513,,2026-03-19T05:26:38
P-A001A73E,control,6,s03,approve,True,approve,accept,,3,12570,14778,,2026-03-19T05:27:30
P-A001A73E,control,7,s04,approve,False,reject,accept,,2,10754,12570,,2026-03-19T05:28:20
P-A001A73E,control,8,s18,approve,True,approve,override,reject,4,6267,8833,,2026-03-19T05:28:56
P-A001A73E,control,9,s06,reject,True,reject,accept,,3,6341,8448,,2026-03-19T05:29:35
P-A001A73E,control,10,s20,approve,True,approve,accept,,3,13880,16812,,2026-03-19T05:30:31
P-A001A73E,control,11,s11,reject,False,approve,accept,,4,9859,11950,,2026-03-19T05:31:17
P-A001A73E,control,12,s13,approve,True,approve,override,reject,3,11884,14474,,2026-03-19T05:31:56
P-A001A73E,control,13,s22,reject,False,approve,override,approve,4,13390,17247,,2026-03-19T05:32:41
P-A001A73E,control,14,s09,approve,True,approve,override,reject,3,10002,11584,,2026-03-19T05:33:33
P-A001A73E,control,15,s21,reject,True,reject,override,approve,1,8710,9940,,2026-03-19T05:34:07
P-A001A73E,control,16,s15,approve,True,approve,accept,,5,8390,10215,,2026-03-19T05:34:49
P-A001A73E,control,17,s07,approve,True,approve,accept,,3,13548,14637,,2026-03-19T05:35:34
P-A3646175,control,3,s03,approve,True,approve,override,reject,2,10218,12526,,2026-03-16T11:21:05
P-A3646175,control,4,s11,reject,True,reject,override,approve,3,3485,5571,,2026-03-16T11:21:51
P-A3646175,control,5,s14,approve,True,approve,accept,,4,9624,10821,,2026-03-16T11:22:42
P-A3646175,control,6,s19,reject,True,reject,accept,,4,9684,12235,,2026-03-16T11:23:26
P-A3646175,control,7,s22,approve,True,approve,accept,,3,8104,9405,,2026-03-16T11:24:01
P-A3646175,control,8,s20,reject,False,approve,override,approve,2,14331,16868,,2026-03-16T11:24:50
P-A3646175,control,9,s17,approve,True,approve,override,reject,2,6172,9685,,2026-03-16T11:25:45
P-A3646175,control,10,s12,approve,False,reject,override,reject,2,7073,8487,,2026-03-16T11:26:25
P-A3646175,control,11,s15,approve,False,reject,override,reject,3,13483,15701,,2026-03-16T11:27:07
P-A3646175,control,12,s05,reject,True,reject,accept,,3,10198,12675,,2026-03-16T11:27:45
P-A3646175,control,13,s06,reject,True,reject,override,approve,2,12481,13586,,2026-03-16T11:28:36
P-A3646175,control,14,s08,reject,False,approve,accept,,3,10690,13318,,2026-03-16T11:29:30
P-A3646175,control,15,s07,reject,True,reject,accept,,3,8802,11364,,2026-03-16T11:30:11
P-A3646175,control,16,s10,reject,True,reject,accept,,3,9335,11435,,2026-03-16T11:31:03
P-A3646175,control,17,s09,approve,True,approve,accept,,4,10392,13609,,2026-03-16T11:31:43
P-45DFA3E0,control,3,s17,reject,True,reject,override,approve,3,11583,14989,,2026-03-18T14:05:16
P-45DFA3E0,control,4,s12,approve,True,approve,override,reject,3,9152,10562,,2026-03-18T14:05:48
P-45DFA3E0,control,5,s08,reject,False,approve,override,approve,4,12795,15478,,2026-03-18T14:06:38
P-45DFA3E0,control,6,s15,reject,True,reject,accept,,3,5446,8096,,2026-03-18T14:07:19
P-45DFA3E0,control,7,s07,reject,True,reject,override,approve,2,18994,20967,,2026-03-18T14:08:01
P-45DFA3E0,control,8,s09,reject,True,reject,override,approve,4,11677,13918,,2026-03-18T14:08:54
P-45DFA3E0,control,9,s03,approve,False,reject,accept,,5,11366,13299,,2026-03-18T14:09:34
P-45DFA3E0,control,10,s13,reject,True,reject,accept,,4,8896,12373,,2026-03-18T14:10:35
P-45DFA3E0,control,11,s20,reject,True,reject,accept,,4,9843,12958,,2026-03-18T14:11:11
P-45DFA3E0,control,12,s21,approve,True,approve,accept,,4,12822,15969,,2026-03-18T14:12:03
P-45DFA3E0,control,13,s05,approve,True,approve,accept,,2,9921,11056,,2026-03-18T14:12:44
P-45DFA3E0,control,14,s04,reject,True,reject,accept,,5,7824,10892,,2026-03-18T14:13:27
P-45DFA3E0,control,15,s06,reject,False,approve,override,approve,3,9833,12660,,2026-03-18T14:14:05
P-45DFA3E0,control,16,s18,approve,False,reject,override,reject,2,7957,10016,,2026-03-18T14:14:47
P-45DFA3E0,control,17,s19,reject,True,reject,accept,,5,14099,15976,,2026-03-18T14:15:37
P-B36B36AA,control,3,s13,reject,True,reject,accept,,3,3889,7007,,2026-03-16T19:41:07
P-B36B36AA,control,4,s08,approve,False,reject,override,reject,3,6890,10678,,2026-03-16T19:41:49
P-B36B36AA,control,5,s12,reject,True,reject,override,approve,4,5448,8105,,2026-03-16T19:42:42
P-B36B36AA,control,6,s03,approve,True,approve,override,reject,2,5908,9829,,2026-03-16T19:43:22
P-B36B36AA,control,7,s16,approve,False,reject,override,reject,3,5926,7622,,2026-03-16T19:44:17
P-B36B36AA,control,8,s22,reject,True,reject,accept,,4,9734,13023,,2026-03-16T19:44:50
P-B36B36AA,control,9,s04,approve,True,approve,accept,,3,6394,8651,,2026-03-16T19:45:43
P-B36B36AA,control,10,s10,reject,True,reject,accept,,4,5885,7367,,2026-03-16T19:46:30
P-B36B36AA,control,11,s07,reject,False,approve,accept,,4,9908,11704,,2026-03-16T19:47:16
P-B36B36AA,control,12,s11,reject,True,reject,accept,,2,11599,13216,,2026-03-16T19:47:49
P-B36B36AA,control,13,s18,reject,True,reject,override,approve,1,10877,14808,,2026-03-16T19:48:35
P-B36B36AA,control,14,s09,approve,True,approve,accept,,3,5088,6325,,2026-03-16T19:49:15
P-B36B36AA,control,15,s05,reject,False,approve,override,approve,3,11843,13203,,2026-03-16T19:50:04
P-B36B36AA,control,16,s20,reject,True,reject,accept,,3,5699,6853,,2026-03-16T19:51:02
P-B36B36AA,control,17,s17,reject,True,reject,accept,,5,11254,14429,,2026-03-16T19:51:36
P-72D8BDD5,control,3,s09,approve,True,approve,accept,,4,9920,11426,,2026-03-18T12:29:17
P-72D8BDD5,control,4,s03,approve,True,approve,accept,,1,9759,12482,,2026-03-18T12:29:48
P-72D8BDD5,control,5,s05,approve,False,reject,override,reject,3,6706,8135,,2026-03-18T12:30:46
P-72D8BDD5,control,6,s17,approve,True,approve,override,reject,3,9655,13149,,2026-03-18T12:31:21
P-72D8BDD5,control,7,s18,approve,True,approve,accept,,3,6567,9812,,2026-03-18T12:32:15
P-72D8BDD5,control,8,s21,approve,False,reject,override,reject,3,10909,12361,,2026-03-18T12:33:03
P-72D8BDD5,control,9,s20,approve,True,approve,override,reject,1,17491,21454,,2026-03-18T12:33:33
P-72D8BDD5,control,10,s14,approve,True,approve,override,reject,2,1950,3155,,2026-03-18T12:34:18
P-72D8BDD5,control,11,s06,approve,True,approve,override,reject,3,13257,16001,,2026-03-18T12:35:03
P-72D8BDD5,control,12,s15,approve,True,approve,accept,,4,10134,12480,,2026-03-18T12:35:56
P-72D8BDD5,control,13,s22,reject,True,reject,override,approve,4,12294,14043,,2026-03-18T12:36:33
P-72D8BDD5,control,14,s08,approve,False,reject,accept,,5,8094,10821,,2026-03-18T12:37:35
P-72D8BDD5,control,15,s12,approve,True,approve,override,reject,1,15613,17265,,2026-03-18T12:38:03
P-72D8BDD5,control,16,s07,reject,True,reject,accept,,3,9957,12512,,2026-03-18T12:38:56
P-72D8BDD5,control,17,s11,reject,False,approve,override,approve,4,6561,9366,,2026-03-18T12:39:31
P-AE2EFD98,control,3,s11,approve,True,approve,accept,,5,10045,12876,,2026-03-22T13:55:10
P-AE2EFD98,control,4,s20,approve,True,approve,accept,,4,10887,12033,,2026-03-22T13:56:02
P-AE2EFD98,control,5,s06,approve,False,reject,override,reject,4,8834,12137,,2026-03-22T13:56:36
P-AE2EFD98,control,6,s15,approve,True,approve,accept,,5,5765,8626,,2026-03-22T13:57:25
P-AE2EFD98,control,7,s12,approve,False,reject,override,reject,3,9048,10515,,2026-03-22T13:58:03
P-AE2EFD98,control,8,s08,reject,True,reject,accept,,4,6379,8910,,2026-03-22T13:58:48
P-AE2EFD98,control,9,s10,reject,True,reject,accept,,2,9009,12511,,2026-03-22T13:59:36
P-AE2EFD98,control,10,s18,reject,True,reject,accept,,5,14896,16676,,2026-03-22T14:00:25
P-AE2EFD98,control,11,s22,approve,True,approve,override,reject,4,13577,16422,,2026-03-22T14:01:14
P-AE2EFD98,control,12,s17,reject,True,reject,accept,,1,2203,3401,,2026-03-22T14:02:02
P-AE2EFD98,control,13,s19,approve,True,approve,accept,,4,6233,7944,,2026-03-22T14:02:34
P-AE2EFD98,control,14,s14,approve,False,reject,accept,,4,11160,13735,,2026-03-22T14:03:28
P-AE2EFD98,control,15,s03,approve,False,reject,override,reject,2,9934,12338,,2026-03-22T14:04:09
P-AE2EFD98,control,16,s05,reject,True,reject,accept,,5,8968,12211,,2026-03-22T14:04:55
P-AE2EFD98,control,17,s07,approve,True,approve,override,reject,2,2178,6104,,2026-03-22T14:05:39
P-9BBF6D5F,control,3,s19,approve,False,reject,accept,,3,8173,10879,,2026-03-19T20:43:10
P-9BBF6D5F,control,4,s04,approve,True,approve,override,reject,3,14007,16821,,2026-03-19T20:43:52
P-9BBF6D5F,control,5,s09,reject,True,reject,override,approve,3,11207,15176,,2026-03-19T20:44:36
P-9BBF6D5F,control,6,s20,approve,True,approve,accept,,5,9673,12777,,2026-03-19T20:45:18
P-9BBF6D5F,control,7,s18,reject,True,reject,accept,,3,8072,10116,,2026-03-19T20:46:00
P-9BBF6D5F,control,8,s13,approve,True,approve,accept,,4,15177,18738,,2026-03-19T20:47:04
P-9BBF6D5F,control,9,s07,reject,True,reject,override,approve,2,5972,9870,,2026-03-19T20:47:40
P-9BBF6D5F,control,10,s03,approve,True,approve,accept,,3,3274,6498,,2026-03-19T20:48:32
P-9BBF6D5F,control,11,s16,approve,False,reject,accept,,3,8874,11351,,2026-03-19T20:49:09
P-9BBF6D5F,control,12,s15,reject,True,reject,accept,,5,14087,15123,,2026-03-19T20:49:48
P-9BBF6D5F,control,13,s12,reject,True,reject,override,approve,4,11388,13386,,2026-03-19T20:50:31
P-9BBF6D5F,control,14,s14,reject,True,reject,accept,,2,4567,6617,,2026-03-19T20:51:32
P-9BBF6D5F,control,15,s11,approve,True,approve,accept,,3,13231,16314,,2026-03-19T20:52:14
P-9BBF6D5F,control,16,s05,approve,False,reject,override,reject,3,13096,14489,,2026-03-19T20:52:50
P-9BBF6D5F,control,17,s06,reject,False,approve,override,approve,3,9175,11048,,2026-03-19T20:53:43
P-99A2C407,control,3,s15,approve,True,approve,override,reject,2,9607,13416,,2026-03-22T17:09:09
P-99A2C407,control,4,s20,reject,True,reject,override,approve,2,9080,12786,,2026-03-22T17:09:45
P-99A2C407,control,5,s09,approve,False,reject,accept,,5,9102,12337,,2026-03-22T17:10:39
P-99A2C407,control,6,s03,approve,False,reject,override,reject,4,10510,11555,,2026-03-22T17:11:32
P-99A2C407,control,7,s18,reject,True,reject,accept,,4,7327,8675,,2026-03-22T17:12:09
P-99A2C407,control,8,s14,approve,True,approve,override,reject,3,17262,20907,,2026-03-22T17:13:01
P-99A2C407,control,9,s22,reject,True,reject,accept,,3,9992,11734,,2026-03-22T17:13:48
P-99A2C407,control,10,s21,reject,True,reject,override,approve,3,4953,6252,,2026-03-22T17:14:24
P-99A2C407,control,11,s10,reject,True,reject,accept,,5,6491,8953,,2026-03-22T17:15:04
P-99A2C407,control,12,s04,approve,True,approve,accept,,5,6569,8870,,2026-03-22T17:16:00
P-99A2C407,control,13,s12,reject,False,approve,accept,,4,9767,12259,,2026-03-22T17:16:40
P-99A2C407,control,14,s17,approve,True,approve,accept,,4,8031,11655,,2026-03-22T17:17:28
P-99A2C407,control,15,s19,approve,False,reject,override,reject,4,14679,17574,,2026-03-22T17:18:14
P-99A2C407,control,16,s13,approve,True,approve,accept,,4,10486,11821,,2026-03-22T17:18:53
P-99A2C407,control,17,s07,reject,True,reject,accept,,4,7221,10787,,2026-03-22T17:19:32
P-927730BE,control,3,s12,reject,False,approve,accept,,5,6726,9315,,2026-03-21T04:30:15
P-927730BE,control,4,s08,approve,True,approve,override,reject,1,16512,19647,,2026-03-21T04:31:05
P-927730BE,control,5,s22,reject,True,reject,override,approve,2,6587,9137,,2026-03-21T04:31:41
P-927730BE,control,6,s10,approve,True,approve,accept,,5,5600,8715,,2026-03-21T04:32:27
P-927730BE,control,7,s03,approve,False,reject,accept,,4,5070,8125,,2026-03-21T04:33:04
P-927730BE,control,8,s20,approve,True,approve,accept,,3,12313,14078,,2026-03-21T04:33:50
P-927730BE,control,9,s05,approve,True,approve,accept,,3,6854,8318,,2026-03-21T04:34:45
P-927730BE,control,10,s16,approve,False,reject,override,reject,4,11614,12705,,2026-03-21T04:35:22
P-927730BE,control,11,s07,approve,True,approve,accept,,5,10883,12484,,2026-03-21T04:36:01
P-927730BE,control,12,s19,approve,True,approve,accept,,5,5457,9068,,2026-03-21T04:36:45
P-927730BE,control,13,s17,reject,True,reject,override,approve,3,13626,16556,,2026-03-21T04:37:45
P-927730BE,control,14,s04,reject,True,reject,accept,,5,4198,5942,,2026-03-21T04:38:34
P-927730BE,control,15,s13,reject,True,reject,override,approve,4,13981,17424,,2026-03-21T04:39:18
P-927730BE,control,16,s09,approve,False,reject,accept,,3,7418,10483,,2026-03-21T04:39:58
P-927730BE,control,17,s11,approve,True,approve,override,reject,3,14748,17924,,2026-03-21T04:40:46
P-80126FE7,humanlike,3,s20,reject,True,reject,accept,,3,6843,10038,,2026-03-20T00:33:13
P-80126FE7,humanlike,4,s13,approve,False,reject,override,reject,4,6292,8984,,2026-03-20T00:34:02
P-80126FE7,humanlike,5,s14,reject,True,reject,accept,,3,3395,5651,,2026-03-20T00:34:48
P-80126FE7,humanlike,6,s21,reject,False,approve,override,approve,3,12273,15102,,2026-03-20T00:35:20
P-80126FE7,humanlike,7,s17,approve,True,approve,accept,,3,7955,11559,,2026-03-20T00:36:00
P-80126FE7,humanlike,8,s09,reject,True,reject,accept,,2,1814,3891,,2026-03-20T00:36:52
P-80126FE7,humanlike,9,s04,reject,True,reject,override,approve,3,11290,14424,,2026-03-20T00:37:39
P-80126FE7,humanlike,10,s08,approve,True,approve,override,reject,3,3801,6599,,2026-03-20T00:38:15
P-80126FE7,humanlike,11,s11,reject,True,reject,accept,,3,9689,13144,,2026-03-20T00:39:16
P-80126FE7,humanlike,12,s12,reject,False,approve,accept,,3,6019,9701,,2026-03-20T00:39:45
P-80126FE7,humanlike,13,s10,reject,True,reject,accept,,3,6037,8655,,2026-03-20T00:40:42
P-80126FE7,humanlike,14,s03,reject,False,approve,override,approve,4,6038,9289,,2026-03-20T00:41:24
P-80126FE7,humanlike,15,s05,reject,True,reject,accept,,5,3036,5168,,2026-03-20T00:42:07
P-80126FE7,humanlike,16,s06,approve,True,approve,override,reject,2,6735,9402,,2026-03-20T00:43:01
P-80126FE7,humanlike,17,s15,approve,True,approve,accept,,5,6801,8856,,2026-03-20T00:43:47
P-583CD833,humanlike,3,s03,reject,False,approve,accept,,3,7386,9408,,2026-03-15T17:30:19
P-583CD833,humanlike,4,s20,reject,False,approve,accept,,5,6937,9954,,2026-03-15T17:31:04
P-583CD833,humanlike,5,s22,approve,True,approve,accept,,3,7591,10944,,2026-03-15T17:31:38
P-583CD833,humanlike,6,s06,reject,True,reject,accept,,2,2864,6017,,2026-03-15T17:32:28
P-583CD833,humanlike,7,s04,reject,False,approve,accept,,4,3699,5414,,2026-03-15T17:33:14
P-583CD833,humanlike,8,s18,reject,True,reject,override,approve,3,7889,10443,,2026-03-15T17:34:03
P-583CD833,humanlike,9,s15,reject,True,reject,accept,,4,4727,6698,,2026-03-15T17:34:38
P-583CD833,humanlike,10,s17,reject,True,reject,accept,,3,4244,8114,,2026-03-15T17:35:26
P-583CD833,humanlike,11,s21,reject,True,reject,accept,,2,5908,9266,,2026-03-15T17:36:07
P-583CD833,humanlike,12,s19,reject,True,reject,accept,,5,7260,9063,,2026-03-15T17:36:49
P-583CD833,humanlike,13,s09,approve,True,approve,override,reject,3,7611,9161,,2026-03-15T17:37:50
P-583CD833,humanlike,14,s07,reject,True,reject,accept,,4,6664,9989,,2026-03-15T17:38:16
P-583CD833,humanlike,15,s16,reject,False,approve,accept,,4,10461,14040,,2026-03-15T17:39:03
P-583CD833,humanlike,16,s11,reject,True,reject,accept,,4,6055,8110,,2026-03-15T17:39:56
P-583CD833,humanlike,17,s13,approve,True,approve,accept,,4,3962,7324,,2026-03-15T17:40:48
P-BBA23257,humanlike,3,s08,reject,True,reject,accept,,5,6694,10564,,2026-03-16T06:24:02
P-BBA23257,humanlike,4,s03,approve,False,reject,accept,,4,8637,9744,,2026-03-16T06:24:57
P-BBA23257,humanlike,5,s20,approve,True,approve,accept,,2,4952,7548,,2026-03-16T06:25:39
P-BBA23257,humanlike,6,s06,approve,True,approve,accept,,2,10255,11953,,2026-03-16T06:26:15
P-BBA23257,humanlike,7,s21,approve,False,reject,override,reject,3,8728,11942,,2026-03-16T06:27:08
P-BBA23257,humanlike,8,s22,reject,False,approve,override,approve,3,7533,10403,,2026-03-16T06:28:05
P-BBA23257,humanlike,9,s13,reject,True,reject,accept,,5,1500,4472,,2026-03-16T06:28:47
P-BBA23257,humanlike,10,s14,reject,True,reject,accept,,3,7271,9514,,2026-03-16T06:29:15
P-BBA23257,humanlike,11,s16,reject,True,reject,accept,,3,6202,9393,,2026-03-16T06:30:00
P-BBA23257,humanlike,12,s15,approve,False,reject,override,reject,1,4563,7326,,2026-03-16T06:30:54
P-BBA23257,humanlike,13,s19,approve,True,approve,accept,,4,3645,6941,,2026-03-16T06:31:43
P-BBA23257,humanlike,14,s11,reject,True,reject,override,approve,4,9250,11153,,2026-03-16T06:32:23
P-BBA23257,humanlike,15,s07,reject,True,reject,accept,,3,7872,11050,,2026-03-16T06:33:08
P-BBA23257,humanlike,16,s04,reject,True,reject,accept,,2,8749,11614,,2026-03-16T06:34:04
P-BBA23257,humanlike,17,s10,reject,True,reject,accept,,1,7335,8538,,2026-03-16T06:34:47
P-3C253927,humanlike,3,s19,approve,True,approve,override,reject,4,7402,10535,,2026-03-23T22:31:03
P-3C253927,humanlike,4,s20,reject,True,reject,accept,,5,7854,9746,,2026-03-23T22:31:48
P-3C253927,humanlike,5,s10,reject,True,reject,accept,,3,5517,7007,,2026-03-23T22:32:42
P-3C253927,humanlike,6,s15,approve,True,approve,accept,,4,9434,13253,,2026-03-23T22:33:34
P-3C253927,humanlike,7,s18,reject,False,approve,accept,,4,6223,8609,,2026-03-23T22:34:20
P-3C253927,humanlike,8,s22,reject,True,reject,accept,,5,3809,5324,,2026-03-23T22:35:00
P-3C253927,humanlike,9,s21,reject,True,reject,accept,,3,7118,10941,,2026-03-23T22:35:42
P-3C253927,humanlike,10,s03,reject,False,approve,accept,,4,6196,9485,,2026-03-23T22:36:24
P-3C253927,humanlike,11,s04,reject,True,reject,accept,,3,6793,10792,,2026-03-23T22:37:14
P-3C253927,humanlike,12,s11,approve,True,approve,accept,,3,7517,9595,,2026-03-23T22:38:02
P-3C253927,humanlike,13,s17,reject,False,approve,accept,,4,6681,7757,,2026-03-23T22:38:49
P-3C253927,humanlike,14,s12,approve,True,approve,override,reject,4,7554,10141,,2026-03-23T22:39:21
P-3C253927,humanlike,15,s05,approve,False,reject,accept,,3,6342,9020,,2026-03-23T22:40:20
P-3C253927,humanlike,16,s09,approve,True,approve,accept,,5,5281,6812,,2026-03-23T22:40:50
P-3C253927,humanlike,17,s13,approve,True,approve,override,reject,1,9717,13345,,2026-03-23T22:41:42
P-97369B73,humanlike,3,s17,approve,False,reject,override,reject,4,3820,5503,,2026-03-17T15:41:05
P-97369B73,humanlike,4,s19,reject,True,reject,accept,,5,5284,7574,,2026-03-17T15:42:02
P-97369B73,humanlike,5,s08,reject,True,reject,accept,,5,6081,8405,,2026-03-17T15:42:49
P-97369B73,humanlike,6,s03,reject,True,reject,accept,,3,9334,12187,,2026-03-17T15:43:29
P-97369B73,humanlike,7,s13,reject,True,reject,accept,,4,6187,9307,,2026-03-17T15:44:04
P-97369B73,humanlike,8,s22,approve,True,approve,accept,,3,6112,8401,,2026-03-17T15:44:45
P-97369B73,humanlike,9,s18,reject,False,approve,override,approve,1,1950,4835,,2026-03-17T15:45:41
P-97369B73,humanlike,10,s09,approve,True,approve,override,reject,2,10179,12409,,2026-03-17T15:46:17
P-97369B73,humanlike,11,s07,approve,True,approve,accept,,4,4809,7785,,2026-03-17T15:47:05
P-97369B73,humanlike,12,s05,approve,True,approve,override,reject,3,8570,10800,,2026-03-17T15:47:46
P-97369B73,humanlike,13,s06,approve,True,approve,accept,,5,2947,5316,,2026-03-17T15:48:41
P-97369B73,humanlike,14,s04,reject,False,approve,override,approve,4,5681,7609,,2026-03-17T15:49:35
P-97369B73,humanlike,15,s14,reject,True,reject,accept,,2,1541,4688,,2026-03-17T15:50:01
P-97369B73,humanlike,16,s12,reject,False,approve,accept,,3,9124,12883,,2026-03-17T15:50:57
P-97369B73,humanlike,17,s20,approve,True,approve,accept,,3,5443,7629,,2026-03-17T15:51:42
P-9DB5FD33,humanlike,3,s18,approve,True,approve,override,reject,4,9037,10388,,2026-03-20T13:35:03
P-9DB5FD33,humanlike,4,s15,approve,True,approve,accept,,5,11624,13802,,2026-03-20T13:35:45
P-9DB5FD33,humanlike,5,s14,reject,False,approve,accept,,3,5242,8445,,2026-03-20T13:36:36
P-9DB5FD33,humanlike,6,s19,approve,False,reject,accept,,5,2870,6717,,2026-03-20T13:37:15
P-9DB5FD33,humanlike,7,s20,approve,True,approve,accept,,3,6169,10021,,2026-03-20T13:38:19
P-9DB5FD33,humanlike,8,s07,reject,True,reject,accept,,3,6017,8128,,2026-03-20T13:38:56
P-9DB5FD33,humanlike,9,s09,approve,True,approve,override,reject,2,6281,8840,,2026-03-20T13:39:46
P-9DB5FD33,humanlike,10,s08,reject,False,approve,override,approve,3,11139,12499,,2026-03-20T13:40:20
P-9DB5FD33,humanlike,11,s13,reject,True,reject,accept,,1,2536,5704,,2026-03-20T13:41:09
P-9DB5FD33,humanlike,12,s17,approve,False,reject,accept,,4,6183,8638,,2026-03-20T13:42:05
P-9DB5FD33,humanlike,13,s06,reject,True,reject,accept,,5,7529,8649,,2026-03-20T13:42:47
P-9DB5FD33,humanlike,14,s05,approve,True,approve,override,reject,3,12073,13432,,2026-03-20T13:43:27
P-9DB5FD33,humanlike,15,s16,approve,True,approve,accept,,4,3369,5648,,2026-03-20T13:44:19
P-9DB5FD33,humanlike,16,s22,approve,True,approve,accept,,4,6566,8394,,2026-03-20T13:44:49
P-9DB5FD33,humanlike,17,s10,approve,True,approve,accept,,5,1500,5187,,2026-03-20T13:45:48
P-C383BD8D,humanlike,3,s22,approve,False,reject,accept,,5,6444,7505,,2026-03-18T19:56:08
P-C383BD8D,humanlike,4,s20,approve,True,approve,accept,,5,5653,6923,,2026-03-18T19:56:50
P-C383BD8D,humanlike,5,s19,reject,True,reject,accept,,4,2979,5853,,2026-03-18T19:57:37
P-C383BD8D,humanlike,6,s05,approve,False,reject,override,reject,3,10531,13145,,2026-03-18T19:58:34
